,ts,geom_wkt,trace_number,device_id,geometry,prev_geom,prev_ts,distance_m,time_diff_s,speed_m_s,prev_speed,acceleration_m_s2,bearing,prev_bearing,bearing_change_deg,is_stop,stop_group,duration_sec,dist_last_1min_m,hour,minute,period_of_day
3110,2009-03-10 10:58:06+00:00,POINT (116.367991 39.902784),4,2,POINT (116.367991 39.902784),POINT (116.368002 39.902718),2009-03-10 10:58:05+00:00,7.388288897161994,1.0,7.388288897161994,8.291290341815083,-0.9030014446530892,352.7139404454821,352.3246687094402,0.38927173604190557,False,0,0.0,490.3869686073104,10,58,Morning
3111,2009-03-10 10:58:07+00:00,POINT (116.367981 39.902852),4,2,POINT (116.367981 39.902852),POINT (116.367991 39.902784),2009-03-10 10:58:06+00:00,7.59850128039646,1.0,7.59850128039646,7.388288897161994,0.21021238323446578,353.5634643588182,352.7139404454821,0.8495239133360997,False,0,0.0,497.9854698877068,10,58,Morning
3112,2009-03-10 10:58:08+00:00,POINT (116.367971 39.90292),4,2,POINT (116.367971 39.90292),POINT (116.367981 39.902852),2009-03-10 10:58:07+00:00,7.598501272729766,1.0,7.598501272729766,7.59850128039646,-7.666693946362102e-09,353.5634707084296,353.5634643588182,6.349611396672117e-06,False,0,0.0,496.7502495868773,10,58,Morning
3113,2009-03-10 10:58:09+00:00,POINT (116.367963 39.902986),4,2,POINT (116.367963 39.902986),POINT (116.367971 39.90292),2009-03-10 10:58:08+00:00,7.360026127160778,1.0,7.360026127160778,7.598501272729766,-0.2384751455689873,354.68758977570513,353.5634707084296,1.1241190672755579,False,0,0.0,504.1102757140381,10,58,Morning
3114,2009-03-10 10:58:10+00:00,POINT (116.367951 39.90305),4,2,POINT (116.367951 39.90305),POINT (116.367963 39.902986),2009-03-10 10:58:09+00:00,7.179808643213218,1.0,7.179808643213218,7.360026127160778,-0.1802174839475601,351.8148828869259,354.68758977570513,2.8727068887792484,False,0,0.0,502.64613872109635,10,58,Morning
3115,2009-03-10 10:58:11+00:00,POINT (116.367936 39.903108),4,2,POINT (116.367936 39.903108),POINT (116.367951 39.90305),2009-03-10 10:58:10+00:00,6.5664057021404,1.0,6.5664057021404,7.179808643213218,-0.6134029410728186,348.77847466364074,351.8148828869259,3.03640822328515,False,0,0.0,509.21254442323675,10,58,Morning
3116,2009-03-10 10:58:12+00:00,POINT (116.367922 39.903171),4,2,POINT (116.367922 39.903171),POINT (116.367936 39.903108),2009-03-10 10:58:11+00:00,7.096775352813272,1.0,7.096775352813272,6.5664057021404,0.5303696506728723,350.32560295169776,348.77847466364074,1.5471282880570243,False,0,0.0,501.5720852687878,10,58,Morning
3117,2009-03-10 10:58:13+00:00,POINT (116.367911 39.903227),4,2,POINT (116.367911 39.903227),POINT (116.367922 39.903171),2009-03-10 10:58:12+00:00,6.2885858590117305,1.0,6.2885858590117305,7.096775352813272,-0.8081894938015415,351.4307950892674,350.32560295169776,1.1051921375696452,False,0,0.0,507.86067112779955,10,58,Morning
3118,2009-03-10 10:58:14+00:00,POINT (116.367902 39.903284),4,2,POINT (116.367902 39.903284),POINT (116.367911 39.903227),2009-03-10 10:58:13+00:00,6.375492077973678,1.0,6.375492077973678,6.2885858590117305,0.08690621896194717,353.093662206198,351.4307950892674,1.662867116930613,False,0,0.0,505.15558575559515,10,58,Morning
3119,2009-03-10 10:58:15+00:00,POINT (116.367895 39.90334),4,2,POINT (116.367895 39.90334),POINT (116.367902 39.903284),2009-03-10 10:58:14+00:00,6.246582919457021,1.0,6.246582919457021,6.375492077973678,-0.12890915851665685,354.5225995661329,353.093662206198,1.4289373599348778,False,0,0.0,511.40216867505217,10,58,Morning
3120,2009-03-10 10:58:16+00:00,POINT (116.367889 39.903393),4,2,POINT (116.367889 39.903393),POINT (116.367895 39.90334),2009-03-10 10:58:15+00:00,5.907062466758159,1.0,5.907062466758159,6.246582919457021,-0.3395204526988618,355.03662473967296,354.5225995661329,0.5140251735400625,False,0,0.0,507.51395726520855,10,58,Morning
3121,2009-03-10 10:58:17+00:00,POINT (116.367885 39.903439),4,2,POINT (116.367885 39.903439),POINT (116.367889 39.903393),2009-03-10 10:58:16+00:00,5.118948896283436,1.0,5.118948896283436,5.907062466758159,-0.7881135704747226,356.1836435572204,355.03662473967296,1.1470188175474618,False,0,0.0,507.4031700117501,10,58,Morning
3122,2009-03-10 10:58:19+00:00,POINT (116.367872 39.903511),4,2,POINT (116.367872 39.903511),POINT (116.367885 39.903439),2009-03-10 10:58:17+00:00,8.071284186846231,2.0,4.035642093423116,5.118948896283436,-0.5416534014301604,352.11420198566344,356.1836435572204,4.069441571556979,False,0,0.0,503.1996134923619,10,58,Morning
3123,2009-03-10 10:58:22+00:00,POINT (116.367857 39.903563),4,2,POINT (116.367857 39.903563),POINT (116.367872 39.903511),2009-03-10 10:58:19+00:00,5.914474189517992,3.0,1.9714913965059973,4.035642093423116,-0.6880502323057062,347.5223126577113,352.11420198566344,4.591889327952117,False,0,0.0,486.8308477069542,10,58,Morning
3124,2009-03-10 10:58:27+00:00,POINT (116.367855 39.903589),4,2,POINT (116.367855 39.903589),POINT (116.367857 39.903563),2009-03-10 10:58:22+00:00,2.8919139990752383,5.0,0.5783827998150477,1.9714913965059973,-0.2786217193381899,356.6229143981245,347.5223126577113,9.100601740413197,False,0,0.0,445.01501002518376,10,58,Morning
3125,2009-03-10 10:58:30+00:00,POINT (116.367855 39.903589),4,2,POINT (116.367855 39.903589),POINT (116.367855 39.903589),2009-03-10 10:58:27+00:00,0.0,3.0,0.0,0.5783827998150477,-0.1927942666050159,0.0,356.6229143981245,356.6229143981245,True,177,2.0,414.78131628223355,10,58,Morning
3126,2009-03-10 10:58:32+00:00,POINT (116.367863 39.903589),4,2,POINT (116.367863 39.903589),POINT (116.367855 39.903589),2009-03-10 10:58:30+00:00,0.6841106543870428,2.0,0.3420553271935214,0.0,0.1710276635967607,89.99999741661793,0.0,89.99999741661793,True,177,2.0,395.58690890499145,10,58,Morning
3127,2009-03-10 10:58:37+00:00,POINT (116.367914 39.903572),4,2,POINT (116.367914 39.903572),POINT (116.367863 39.903589),2009-03-10 10:58:32+00:00,4.752156340374191,5.0,0.9504312680748382,0.3420553271935214,0.12167518817626337,113.48602893011201,89.99999741661793,23.486031513494083,False,0,0.0,350.4708783622884,10,58,Morning
3128,2009-03-10 10:58:39+00:00,POINT (116.367968 39.903576),4,2,POINT (116.367968 39.903576),POINT (116.367914 39.903572),2009-03-10 10:58:37+00:00,4.639056841508839,2.0,2.3195284207544193,0.9504312680748382,0.6845485763397905,84.48456644562549,113.48602893011201,29.001462484486524,False,0,0.0,334.22126403056865,10,58,Morning
3129,2009-03-10 10:58:43+00:00,POINT (116.368014 39.903606),4,2,POINT (116.368014 39.903606),POINT (116.367968 39.903576),2009-03-10 10:58:39+00:00,5.154507141200135,4.0,1.2886267853000337,2.3195284207544193,-0.2577254088635964,49.63034514974919,84.48456644562549,34.8542212958763,False,0,0.0,293.9474021295181,10,58,Morning
3130,2009-03-10 10:58:46+00:00,POINT (116.368053 39.903646),4,2,POINT (116.368053 39.903646),POINT (116.368014 39.903606),2009-03-10 10:58:43+00:00,5.554072531951164,3.0,1.851357510650388,1.2886267853000337,0.18757690845011807,36.79450834347767,49.63034514974919,12.835836806271516,False,0,0.0,265.5173029679484,10,58,Morning
3131,2009-03-10 10:58:48+00:00,POINT (116.368089 39.903702),4,2,POINT (116.368089 39.903702),POINT (116.368053 39.903646),2009-03-10 10:58:46+00:00,6.938199200819205,2.0,3.4690996004096024,1.851357510650388,0.8088710448796073,26.2502524610195,36.79450834347767,10.544255882458174,False,0,0.0,251.46373001367374,10,58,Morning
3132,2009-03-10 10:58:50+00:00,POINT (116.36812 39.903773),4,2,POINT (116.36812 39.903773),POINT (116.368089 39.903702),2009-03-10 10:58:48+00:00,8.317105704564307,2.0,4.1585528522821535,3.4690996004096024,0.34472662593627557,18.517808498941065,26.2502524610195,7.732443962078435,False,0,0.0,242.11512400382497,10,58,Morning
3133,2009-03-10 10:58:51+00:00,POINT (116.368142 39.903818),4,2,POINT (116.368142 39.903818),POINT (116.36812 39.903773),2009-03-10 10:58:50+00:00,5.338918430551373,1.0,5.338918430551373,4.1585528522821535,1.1803655782692193,20.557934097446946,18.517808498941065,2.040125598505881,False,0,0.0,239.65873211560285,10,58,Morning
3134,2009-03-10 10:58:52+00:00,POINT (116.368159 39.90387),4,2,POINT (116.368159 39.90387),POINT (116.368142 39.903818),2009-03-10 10:58:51+00:00,5.953906089871355,1.0,5.953906089871355,5.338918430551373,0.6149876593199819,14.078826985363094,20.557934097446946,6.479107112083852,False,0,0.0,237.93945618071345,10,58,Morning
3135,2009-03-10 10:58:53+00:00,POINT (116.368181 39.903913),4,2,POINT (116.368181 39.903913),POINT (116.368159 39.90387),2009-03-10 10:58:52+00:00,5.131692095064165,1.0,5.131692095064165,5.953906089871355,-0.82221399480719,21.429047510784244,14.078826985363094,7.35022052542115,False,0,0.0,234.84760763905618,10,58,Morning
3136,2009-03-10 10:58:55+00:00,POINT (116.368205 39.903995),4,2,POINT (116.368205 39.903995),POINT (116.368181 39.903913),2009-03-10 10:58:53+00:00,9.333133219018668,2.0,4.666566609509334,5.131692095064165,-0.2325627427774153,12.654370076380872,21.429047510784244,8.774677434403372,False,0,0.0,228.41037940888987,10,58,Morning
3137,2009-03-10 10:58:57+00:00,POINT (116.368201 39.904076),4,2,POINT (116.368201 39.904076),POINT (116.368205 39.903995),2009-03-10 10:58:55+00:00,9.00015815942472,2.0,4.50007907971236,4.666566609509334,-0.08324376489848717,357.8305331490009,12.654370076380872,345.17616307262006,False,0,0.0,223.48875214317246,10,58,Morning
3138,2009-03-10 10:58:59+00:00,POINT (116.368186 39.904147),4,2,POINT (116.368186 39.904147),POINT (116.368201 39.904076),2009-03-10 10:58:57+00:00,7.987000423130184,2.0,3.993500211565092,4.50007907971236,-0.2532894340736338,350.79426759826345,357.8305331490009,7.0362655507374825,False,0,0.0,219.14325656798297,10,58,Morning
3139,2009-03-10 10:59:03+00:00,POINT (116.368147 39.904188),4,2,POINT (116.368147 39.904188),POINT (116.368186 39.904147),2009-03-10 10:58:59+00:00,5.643238520725802,4.0,1.4108096301814506,3.993500211565092,-0.6456726453459104,323.88185501667436,350.79426759826345,26.91241258158908,False,0,0.0,197.79178277304902,10,59,Morning
3140,2009-03-10 10:59:07+00:00,POINT (116.368162 39.904248),4,2,POINT (116.368162 39.904248),POINT (116.368147 39.904188),2009-03-10 10:59:03+00:00,6.784329002498632,4.0,1.696082250624658,1.4108096301814506,0.07131815511080186,10.856334487827269,323.88185501667436,313.0255205288471,False,0,0.0,173.8274460480707,10,59,Morning
3141,2009-03-10 10:59:09+00:00,POINT (116.368179 39.904311),4,2,POINT (116.368179 39.904311),POINT (116.368162 39.904248),2009-03-10 10:59:07+00:00,7.1445260017800045,2.0,3.5722630008900023,1.696082250624658,0.9380903751326721,11.695041394313193,10.856334487827269,0.8387069064859247,False,0,0.0,166.01344464996015,10,59,Morning
3142,2009-03-10 10:59:11+00:00,POINT (116.368179 39.904378),4,2,POINT (116.368179 39.904378),POINT (116.368179 39.904311),2009-03-10 10:59:09+00:00,7.439197258965275,2.0,3.7195986294826375,3.5722630008900023,0.07366781429631764,0.0,11.695041394313193,11.695041394313193,False,0,0.0,159.70642756357182,10,59,Morning
3143,2009-03-10 10:59:13+00:00,POINT (116.368169 39.904431),4,2,POINT (116.368169 39.904431),POINT (116.368179 39.904378),2009-03-10 10:59:11+00:00,5.946544188712948,2.0,2.973272094356474,3.7195986294826375,-0.3731632675630818,351.76427190409635,0.0,351.76427190409635,False,0,0.0,152.26761054045977,10,59,Morning
3144,2009-03-10 10:59:18+00:00,POINT (116.368129 39.90445),4,2,POINT (116.368129 39.90445),POINT (116.368169 39.904431),2009-03-10 10:59:13+00:00,4.018756625139281,5.0,0.8037513250278561,2.973272094356474,-0.4339041538657236,301.76591895961377,351.76427190409635,49.998352944482576,False,0,0.0,132.63828080512675,10,59,Morning
3145,2009-03-10 10:59:23+00:00,POINT (116.368144 39.904424),4,2,POINT (116.368144 39.904424),POINT (116.368129 39.90445),2009-03-10 10:59:18+00:00,3.158989791564991,5.0,0.6317979583129982,0.8037513250278561,-0.034390673342971564,156.12741314215998,301.76591895961377,145.6385058174538,False,0,0.0,121.81151222032751,10,59,Morning
3146,2009-03-10 10:59:28+00:00,POINT (116.368151 39.904403),4,2,POINT (116.368151 39.904403),POINT (116.368144 39.904424),2009-03-10 10:59:23+00:00,2.4072976251006257,5.0,0.4814595250201251,0.6317979583129982,-0.03006768665857462,165.65651176637232,156.12741314215998,9.529098624212338,True,179,0.0,121.32689584635291,10,59,Morning
3147,2009-03-10 10:59:33+00:00,POINT (116.368153 39.904438),4,2,POINT (116.368153 39.904438),POINT (116.368151 39.904403),2009-03-10 10:59:28+00:00,3.8899093878970734,5.0,0.7779818775794147,0.4814595250201251,0.05930447051185792,2.509963382454316,165.65651176637232,163.146548383918,False,0,0.0,124.53269457986293,10,59,Morning
3148,2009-03-10 10:59:36+00:00,POINT (116.368142 39.904484),4,2,POINT (116.368142 39.904484),POINT (116.368153 39.904438),2009-03-10 10:59:33+00:00,5.1934043588185705,3.0,1.7311347862728568,0.7779818775794147,0.31771763623114735,349.60520015384037,2.509963382454316,347.09523677138606,False,0,0.0,129.7260989386815,10,59,Morning
3149,2009-03-10 10:59:41+00:00,POINT (116.368123 39.904514),4,2,POINT (116.368123 39.904514),POINT (116.368142 39.904484),2009-03-10 10:59:36+00:00,3.7061082433168364,5.0,0.7412216486633673,1.7311347862728568,-0.1979826275218979,334.08769997405665,349.60520015384037,15.517500179783724,False,0,0.0,124.04099400011532,10,59,Morning
3150,2009-03-10 10:59:44+00:00,POINT (116.368123 39.904514),4,2,POINT (116.368123 39.904514),POINT (116.368123 39.904514),2009-03-10 10:59:41+00:00,0.0,3.0,0.0,0.7412216486633673,-0.2470738828877891,0.0,334.08769997405665,334.08769997405665,True,181,2.0,118.88648685891518,10,59,Morning
3151,2009-03-10 10:59:46+00:00,POINT (116.368129 39.904511),4,2,POINT (116.368129 39.904511),POINT (116.368123 39.904514),2009-03-10 10:59:44+00:00,0.6117202187247109,2.0,0.30586010936235547,0.0,0.15293005468117774,123.09602814866378,0.0,123.09602814866378,True,181,2.0,113.94413454568873,10,59,Morning
3152,2009-03-10 10:59:51+00:00,POINT (116.368164 39.904519),4,2,POINT (116.368164 39.904519),POINT (116.368129 39.904511),2009-03-10 10:59:46+00:00,3.121974182809159,5.0,0.6243948365618318,0.30586010936235547,0.06370694543989527,73.4079025628277,123.09602814866378,49.688125585836076,False,0,0.0,96.471885392563,10,59,Morning
3153,2009-03-10 10:59:56+00:00,POINT (116.368199 39.904531),4,2,POINT (116.368199 39.904531),POINT (116.368164 39.904519),2009-03-10 10:59:51+00:00,3.276123135019405,5.0,0.6552246270038811,0.6243948365618318,0.006165958088409851,65.91802447548719,73.4079025628277,7.489878087340514,False,0,0.0,79.32927712362822,10,59,Morning
3154,2009-03-10 10:59:59+00:00,POINT (116.368199 39.904531),4,2,POINT (116.368199 39.904531),POINT (116.368199 39.904531),2009-03-10 10:59:56+00:00,0.0,3.0,0.0,0.6552246270038811,-0.21840820900129368,0.0,65.91802447548719,65.91802447548719,True,183,7.0,62.34211854107332,10,59,Morning
3155,2009-03-10 11:00:01+00:00,POINT (116.368196 39.904528),4,2,POINT (116.368196 39.904528),POINT (116.368199 39.904531),2009-03-10 10:59:59+00:00,0.42043582227471327,2.0,0.21021791113735663,0.0,0.10510895556867832,217.4923352682318,0.0,217.4923352682318,True,183,7.0,62.76255436334803,11,0,Morning
3156,2009-03-10 11:00:06+00:00,POINT (116.368205 39.904528),4,2,POINT (116.368205 39.904528),POINT (116.368196 39.904528),2009-03-10 11:00:01+00:00,0.7696139812808463,5.0,0.15392279625616928,0.21021791113735663,-0.01125902297623747,89.99999712293732,217.4923352682318,127.4923381452945,True,183,7.0,57.88892982390308,11,0,Morning
3157,2009-03-10 11:00:11+00:00,POINT (116.368197 39.904502),4,2,POINT (116.368197 39.904502),POINT (116.368205 39.904528),2009-03-10 11:00:06+00:00,2.9668019159496355,5.0,0.5933603831899271,0.15392279625616928,0.08788751738675157,193.28075264897697,89.99999712293732,103.28075552603966,False,0,0.0,39.48767947660879,11,0,Morning
3158,2009-03-10 11:00:14+00:00,POINT (116.368197 39.904502),4,2,POINT (116.368197 39.904502),POINT (116.368197 39.904502),2009-03-10 11:00:11+00:00,0.0,3.0,0.0,0.5933603831899271,-0.19778679439664237,0.0,193.28075264897697,193.28075264897697,True,185,2.0,33.54113528789585,11,0,Morning
3159,2009-03-10 11:00:16+00:00,POINT (116.36819 39.904501),4,2,POINT (116.36819 39.904501),POINT (116.368197 39.904502),2009-03-10 11:00:14+00:00,0.6087995821515872,2.0,0.3043997910757936,0.0,0.1521998955378968,259.45084788772317,0.0,259.45084788772317,True,185,2.0,34.14993487004744,11,0,Morning
3160,2009-03-10 11:00:21+00:00,POINT (116.368161 39.904468),4,2,POINT (116.368161 39.904468),POINT (116.36819 39.904501),2009-03-10 11:00:16+00:00,4.424392467726169,5.0,0.8848784935452338,0.3043997910757936,0.11609574049388804,213.98515263066832,259.45084788772317,45.46569525705485,False,0,0.0,34.55557071263432,11,0,Morning
3161,2009-03-10 11:00:26+00:00,POINT (116.368125 39.904465),4,2,POINT (116.368125 39.904465),POINT (116.368161 39.904468),2009-03-10 11:00:21+00:00,3.096427353028841,5.0,0.6192854706057682,0.8848784935452338,-0.05311860458789312,263.8001621094153,213.98515263066832,49.81500947874696,False,0,0.0,34.49300827409817,11,0,Morning
3162,2009-03-10 11:00:30+00:00,POINT (116.368099 39.90451),4,2,POINT (116.368099 39.90451),POINT (116.368125 39.904465),2009-03-10 11:00:26+00:00,5.4688179953932154,4.0,1.3672044988483039,0.6192854706057682,0.1869797570606339,336.09603614634176,263.8001621094153,72.29587403692648,False,0,0.0,37.554528644390764,11,0,Morning
3163,2009-03-10 11:00:35+00:00,POINT (116.368102 39.904511),4,2,POINT (116.368102 39.904511),POINT (116.368099 39.90451),2009-03-10 11:00:30+00:00,0.2795354316153346,5.0,0.05590708632306692,1.3672044988483039,-0.2622594825050474,66.51366939395086,336.09603614634176,269.5823667523909,True,187,10.0,33.94415468810902,11,0,Morning
3164,2009-03-10 11:00:38+00:00,POINT (116.368102 39.904511),4,2,POINT (116.368102 39.904511),POINT (116.368102 39.904511),2009-03-10 11:00:35+00:00,0.0,3.0,0.0,0.05590708632306692,-0.018635695441022306,0.0,66.51366939395086,66.51366939395086,True,187,10.0,28.75075032929045,11,0,Morning
3165,2009-03-10 11:00:40+00:00,POINT (116.3681 39.904508),4,2,POINT (116.3681 39.904508),POINT (116.368102 39.904511),2009-03-10 11:00:38+00:00,0.37443853852693304,2.0,0.18721926926346652,0.0,0.09360963463173326,207.08564686972682,0.0,207.08564686972682,True,187,10.0,29.125188867817386,11,0,Morning
3166,2009-03-10 11:00:45+00:00,POINT (116.368114 39.904503),4,2,POINT (116.368114 39.904503),POINT (116.3681 39.904508),2009-03-10 11:00:40+00:00,1.3196368783442964,5.0,0.26392737566885927,0.18721926926346652,0.015341621281078549,114.96510167820315,207.08564686972682,92.12054519152366,True,187,10.0,26.73871750284485,11,0,Morning
3167,2009-03-10 11:00:50+00:00,POINT (116.368162 39.90452),4,2,POINT (116.368162 39.90452),POINT (116.368114 39.904503),2009-03-10 11:00:45+00:00,4.517818902464861,5.0,0.9035637804929723,0.26392737566885927,0.1279272809648226,65.21784009487737,114.96510167820315,49.74726158332578,False,0,0.0,30.644816186584997,11,0,Morning
3168,2009-03-10 11:00:55+00:00,POINT (116.368146 39.904523),4,2,POINT (116.368146 39.904523),POINT (116.368162 39.90452),2009-03-10 11:00:50+00:00,1.4081666588647277,5.0,0.2816333317729455,0.9035637804929723,-0.12438608974400536,283.7350833996898,65.21784009487737,218.51724330481244,True,189,0.0,28.931008662640565,11,0,Morning
3169,2009-03-10 11:01:00+00:00,POINT (116.368153 39.904547),4,2,POINT (116.368153 39.904547),POINT (116.368146 39.904523),2009-03-10 11:00:55+00:00,2.7311900230641166,5.0,0.5462380046128233,0.2816333317729455,0.052920934567975565,12.61174111428943,283.7350833996898,271.1233422854004,False,0,0.0,28.38607555068528,11,1,Morning
3170,2009-03-10 11:01:05+00:00,POINT (116.368193 39.904589),4,2,POINT (116.368193 39.904589),POINT (116.368153 39.904547),2009-03-10 11:01:00+00:00,5.783333121787869,5.0,1.1566666243575738,0.5462380046128233,0.12208572394895009,36.15128240392153,12.61174111428943,23.539541289632098,False,0,0.0,33.748972850198435,11,1,Morning
3171,2009-03-10 11:01:10+00:00,POINT (116.368211 39.90462),4,2,POINT (116.368211 39.90462),POINT (116.368193 39.904589),2009-03-10 11:01:05+00:00,3.7705035573398833,5.0,0.7541007114679766,1.1566666243575738,-0.08051318257791944,24.009179930381606,36.15128240392153,12.142102473539921,False,0,0.0,36.749862426257465,11,1,Morning
3172,2009-03-10 11:01:15+00:00,POINT (116.368229 39.904654),4,2,POINT (116.368229 39.904654),POINT (116.368211 39.90462),2009-03-10 11:01:10+00:00,4.076850513857796,5.0,0.8153701027715592,0.7541007114679766,0.01225387826071651,22.102988578223005,24.009179930381606,1.9061913521586007,False,0,0.0,37.85991102416563,11,1,Morning
3173,2009-03-10 11:01:20+00:00,POINT (116.368226 39.904643),4,2,POINT (116.368226 39.904643),POINT (116.368229 39.904654),2009-03-10 11:01:15+00:00,1.2480119134117629,5.0,0.24960238268235257,0.8153701027715592,-0.11315354401784132,191.81656762146605,22.102988578223005,169.71357904324304,True,191,15.0,38.49912335542581,11,1,Morning
3174,2009-03-10 11:01:25+00:00,POINT (116.368227 39.904631),4,2,POINT (116.368227 39.904631),POINT (116.368226 39.904643),2009-03-10 11:01:20+00:00,1.335134868314931,5.0,0.26702697366298617,0.24960238268235257,0.003484918196126718,176.3422809139213,191.81656762146605,15.474286707544763,True,191,15.0,35.409865756014575,11,1,Morning
3175,2009-03-10 11:01:28+00:00,POINT (116.368227 39.904631),4,2,POINT (116.368227 39.904631),POINT (116.368227 39.904631),2009-03-10 11:01:25+00:00,0.0,3.0,0.0,0.26702697366298617,-0.08900899122099538,0.0,176.3422809139213,176.3422809139213,True,191,15.0,32.31343840298573,11,1,Morning
3176,2009-03-10 11:01:30+00:00,POINT (116.36822 39.90463),4,2,POINT (116.36822 39.90463),POINT (116.368227 39.904631),2009-03-10 11:01:28+00:00,0.6087984803166253,2.0,0.30439924015831266,0.0,0.15219962007915633,259.45082843849104,0.0,259.45082843849104,True,191,15.0,27.453418887909137,11,1,Morning
3177,2009-03-10 11:01:35+00:00,POINT (116.36822 39.904609),4,2,POINT (116.36822 39.904609),POINT (116.36822 39.90463),2009-03-10 11:01:30+00:00,2.331688804310678,5.0,0.4663377608621356,0.30439924015831266,0.032387704140764584,180.0,259.45082843849104,79.45082843849104,True,191,15.0,29.50557226060448,11,1,Morning
3178,2009-03-10 11:01:40+00:00,POINT (116.36824 39.904633),4,2,POINT (116.36824 39.904633),POINT (116.36822 39.904609),2009-03-10 11:01:35+00:00,3.1663937308505665,5.0,0.6332787461701133,0.4663377608621356,0.033388197061595536,32.58919586873748,180.0,147.41080413126252,False,0,0.0,32.297527452928115,11,1,Morning
3179,2009-03-10 11:01:42+00:00,POINT (116.368248 39.904679),4,2,POINT (116.368248 39.904679),POINT (116.36824 39.904633),2009-03-10 11:01:40+00:00,5.153119388005677,2.0,2.5765596940028384,0.6332787461701133,0.9716404739163625,7.599010788518854,32.58919586873748,24.990185080218623,False,0,0.0,37.45064684093379,11,1,Morning
3180,2009-03-10 11:01:44+00:00,POINT (116.368252 39.904731),4,2,POINT (116.368252 39.904731),POINT (116.368248 39.904679),2009-03-10 11:01:42+00:00,5.78382879302038,2.0,2.89191439651019,2.5765596940028384,0.15767735125367577,3.377029420566032,7.599010788518854,4.2219813679528215,False,0,0.0,43.23447563395417,11,1,Morning
3181,2009-03-10 11:01:46+00:00,POINT (116.368223 39.904787),4,2,POINT (116.368223 39.904787),POINT (116.368252 39.904731),2009-03-10 11:01:44+00:00,6.694116584044097,2.0,3.3470582920220484,2.89191439651019,0.22757194775592926,338.33434318193866,3.377029420566032,334.95731376137263,False,0,0.0,48.60895533965397,11,1,Morning
3182,2009-03-10 11:01:48+00:00,POINT (116.368217 39.904855),4,2,POINT (116.368217 39.904855),POINT (116.368223 39.904787),2009-03-10 11:01:46+00:00,7.5676434898518155,2.0,3.7838217449259077,3.3470582920220484,0.21838172645192966,356.1277699858508,338.33434318193866,17.793426803912155,False,0,0.0,56.176598829505785,11,1,Morning
3183,2009-03-10 11:01:50+00:00,POINT (116.368222 39.90491),4,2,POINT (116.368222 39.90491),POINT (116.368217 39.904855),2009-03-10 11:01:48+00:00,6.121753599905536,2.0,3.060876799952768,3.7838217449259077,-0.3614724724865699,3.98919382232981,356.1277699858508,352.138576163521,False,0,0.0,57.78053352694646,11,1,Morning
3184,2009-03-10 11:01:53+00:00,POINT (116.368223 39.904969),4,2,POINT (116.368223 39.904969),POINT (116.368222 39.90491),2009-03-10 11:01:50+00:00,6.551493663713305,3.0,2.1838312212377686,3.060876799952768,-0.29234852623833313,0.744909518715076,3.98919382232981,3.2442843036147337,False,0,0.0,64.33202719065977,11,1,Morning
3185,2009-03-10 11:01:56+00:00,POINT (116.368216 39.905023),4,2,POINT (116.368216 39.905023),POINT (116.368223 39.904969),2009-03-10 11:01:53+00:00,6.0255771994382386,3.0,2.0085257331460795,2.1838312212377686,-0.0584351626972297,354.3211740759762,0.744909518715076,353.57626455726114,False,0,0.0,68.94943773123327,11,1,Morning
3186,2009-03-10 11:01:59+00:00,POINT (116.368204 39.905086),4,2,POINT (116.368204 39.905086),POINT (116.368216 39.905023),2009-03-10 11:01:56+00:00,7.069931627280717,3.0,2.356643875760239,2.0085257331460795,0.1160393808713865,351.6870058637435,354.3211740759762,2.634168212232737,False,0,0.0,76.019369358514,11,1,Morning
3187,2009-03-10 11:02:01+00:00,POINT (116.368193 39.905142),4,2,POINT (116.368193 39.905142),POINT (116.368204 39.905086),2009-03-10 11:01:59+00:00,6.288583977725827,2.0,3.1442919888629133,2.356643875760239,0.3938240565513371,351.43103104057286,351.6870058637435,0.25597482317061804,False,0,0.0,79.5767633131757,11,2,Morning
3188,2009-03-10 11:02:03+00:00,POINT (116.368183 39.905191),4,2,POINT (116.368183 39.905191),POINT (116.368193 39.905142),2009-03-10 11:02:01+00:00,5.507398698710912,2.0,2.753699349355456,3.1442919888629133,-0.19529631975372874,351.10242525536563,351.43103104057286,0.3286057852072304,False,0,0.0,85.08416201188662,11,2,Morning
3189,2009-03-10 11:02:06+00:00,POINT (116.368171 39.905243),4,2,POINT (116.368171 39.905243),POINT (116.368183 39.905191),2009-03-10 11:02:03+00:00,5.864183671960923,3.0,1.954727890653641,2.753699349355456,-0.26632381956727164,349.96124127978345,351.10242525536563,1.1411839755821802,False,0,0.0,85.16501256205967,11,2,Morning
3190,2009-03-10 11:02:11+00:00,POINT (116.368207 39.905247),4,2,POINT (116.368207 39.905247),POINT (116.368171 39.905243),2009-03-10 11:02:06+00:00,3.1102967483117294,5.0,0.6220593496623459,1.954727890653641,-0.266533708198259,81.75833007609549,349.96124127978345,268.20291120368796,False,0,0.0,84.5048057530315,11,2,Morning
3191,2009-03-10 11:02:15+00:00,POINT (116.368273 39.905227),4,2,POINT (116.368273 39.905227),POINT (116.368207 39.905247),2009-03-10 11:02:11+00:00,6.064943586786055,4.0,1.5162358966965137,0.6220593496623459,0.22354413675854196,111.55549951602762,81.75833007609549,29.797169439932134,False,0,0.0,86.49289882595977,11,2,Morning
